#,Be star,Category,RA,DEC,V,Type,vsini,Nb of spectra in BeSS
1868,HD 316520,Classical,17 52 03.41,-28 45 31.21,10.79,B5IVnne,,0
1869,HD 316587,Classical,17 52 13.90,-29 55 52.69,10.6,B1Vne,190,0
1870,HD 162352,Classical,17 52 18.59,-37 45 01.95,8.24,A0e,,0
1871,HD 316589,Classical,17 52 18.75,-30 02 30.55,10,B2IVnne,,1
1872,HD 162717,Classical,17 53 25.97,-24 15 55.54,9.39,B2IIe,,2
1873,V771 Sgr,Classical,17 53 28.44,-24 46 27.71,8.76,Oe,,3
1874,HD 162568,Classical,17 53 39.60,-42 53 51.05,8.06,B2IIIne,,1
1875,HD 316568,Classical,17 54 42.71,-29 43 47.61,9.57,B2IVpe,,0
1876,HD 163007,Classical,17 56 13.39,-46 42 07.69,7.447,B4Vne,,7
1877,HD 163453,Classical,17 57 25.83,-28 15 18.42,9.47,Oe,,0
1878,HD 163454,Classical,17 57 31.97,-31 00 54.20,8.27,Oe,,1
1879,EM* AS 258,Classical,17 57 46.48,-24 12 10.40,11.86,Be,,0
1880,HD 163435,Classical,17 58 04.49,-41 31 46.07,9.41,B9IIIe,,1
1881,HD 163848,Classical,17 59 03.67,-20 03 44.56,8.19,B8Ve,300,6
1882,V3984 Sgr,Classical,17 59 56.43,-33 24 29.98,7.355,B5Ve,312,1
1883,66 Oph,Classical,18 00 15.80,04 22 07.02,4.784,B2Ve,262,10747
1884,V974 Her,Classical,18 00 27.66,19 30 20.83,6.43,B8Vne,250,197
1885,HD 164050,Classical,18 01 11.31,-40 20 07.87,7.78,B8Ve,,3
1886,CPD-56 8537,Classical,18 01 16.30,-56 17 09.96,,Be,,0
1887,HD 164492D,Classical,18 02 23.13,-23 01 59.95,8.76,Be,,2
1888,V5098 Sgr,Classical,18 02 50.90,-24 16 17.04,13.12,Be,,0
1889,HD 164703,Classical,18 03 24.36,-22 18 32.21,9.38,B5IVne,,1
1890,HD 164741,Classical,18 03 44.08,-25 18 45.08,9.01,B2IIe,,0
1891,Cl* NGC 6530 ZCW 175,Classical,18 04 11.17,-24 21 45.11,10.37,B3Ve,,0
1892,V5100 Sgr,Classical,18 04 11.19,-24 24 47.48,13.15,Be,,0
1893,HD 164906,Classical,18 04 25.84,-24 23 08.35,7.45,B0Ve,255,49
1894,Cl* NGC 6530 ZCW 216,Classical,18 04 27.21,-24 22 49.56,10.48,B2Ve,,0
1895,Cl* NGC 6530 ZCW 221,Classical,18 04 29.00,-24 25 26.22,10.66,B2.5Ve,,0
1896,Cl* NGC 6530 ZCW 228,Classical,18 04 32.93,-24 18 44.57,10.49,B2.5Vne,,0
1897,V5563 Sgr,Classical,18 04 34.21,-24 22 00.52,9.6,B2Vne,,1
1898,V986 Oph,Classical,18 04 37.36,01 55 08.37,6.15,B0IIIne,,90
1899,CD-24 13844,Classical,18 04 39.91,-24 22 44.69,10.77,B2.5Vne,,0
1900,HD 164947,Classical,18 04 41.69,-24 20 53.88,8.87,B2Vne,120,3
1901,Cl* NGC 6530 SCB 790,Classical,18 04 41.69,-24 20 58.92,9.406,B2IVe,,0
1902,SS73 123,Classical,18 04 46.10,-21 51 29.16,12,Be,,0
1903,Cl* NGC 6530 ZCW 254,Classical,18 04 50.61,-24 25 42.08,11.97,B4Ve,,0
1904,V4379 Sgr,Classical,18 05 33.31,-19 45 15.14,7.05,B9Ve,,51
1905,HD 165063,Classical,18 05 44.57,-36 34 46.10,7.46,B8e,,4
1906,HD 165285,Classical,18 05 58.83,-19 57 13.87,8.42,Oe,,3
1907,omi Her,Classical,18 07 32.55,28 45 44.97,3.837,B9.5Ve,,779
1908,HD 165783,Classical,18 08 27.09,-19 52 07.96,8.33,B4IIe,,4
1909,HD 165854,Classical,18 08 48.93,-18 58 34.44,8.27,B9e,250,4
1910,HD 166256,Classical,18 09 15.12,13 29 06.31,8.62,B9e,280,9
1911,V3903 Sgr,Classical,18 09 17.70,-23 59 18.23,7.36,B6IIIe,,38
1912,HD 317177,Classical,18 10 03.22,-29 23 42.13,10.9,Be,,0
1913,HD 166188,Classical,18 10 18.32,-18 11 41.31,8.97,B3IIe,,32
1914,V4383 Sgr,Classical,18 11 24.31,-20 42 45.00,8.71,Oe,,62
1915,HD 166345,Classical,18 11 38.33,-32 24 15.11,8.69,B3Vne,,2
1916,HD 166524,Classical,18 11 46.79,-18 22 52.34,10.03,B0Vpe,,1
1917,HD 166566,Classical,18 11 50.91,-15 40 47.51,7.99,B2Ve,50,64
1918,V4045 Sgr,Classical,18 11 58.16,-28 54 05.53,6.52,B9IVspe,23,68
1919,HD 166568,Classical,18 12 04.00,-18 43 35.43,9.19,B2IIe,,0
1920,HD 166666,Classical,18 12 18.44,-15 34 03.10,9.14,B1.5IIe,,1
1921,HD 166917,Classical,18 12 40.36,02 48 46.11,6.7,B8IIIe,165,188
1922,HD 312973,Classical,18 15 36.40,-20 22 04.19,8.79,Oe,,32
1923,HD 167375,Classical,18 15 45.23,-18 57 12.11,8.2,B2IIIe,,35
1924,HD 315377,Classical,18 15 57.65,-24 36 26.15,10.59,Be,,1
1925,QV Tel,Classical,18 17 07.53,-56 01 24.07,5.33,B3IIIpe,48,19
1926,HD 167775,Classical,18 17 56.25,-29 15 26.12,8.56,B5IVne,,0
1927,NGC 6611 181,Classical,18 18 33.23,-13 45 07.42,14.32,B1.5Ve,,0
1928,Cl* NGC 6611 ESL 22,Classical,18 18 38.83,-13 46 43.61,11.127,Be,,0
1929,Cl* NGC 6611 PPM 38,Classical,18 18 39.76,-13 46 55.70,13.705,B8Ve,,0
1930,BD-13 4928,Classical,18 18 42.79,-13 46 50.41,10.044,O9.5Vne,,0
1931,Cl* NGC 6611 BKP 29783,Classical,18 18 45.98,-13 54 38.81,13.59,Be,,0
1932,HD 168135,Classical,18 18 50.70,-12 27 14.45,7.92,B8e,260,33
1933,BD-13 4933,Classical,18 19 04.88,-13 48 20.37,10.628,B0.5Ve,,0
1934,BD-13 4936,Classical,18 19 11.07,-13 56 43.09,9.763,Be,,0
1935,BD+49 2768,Classical,18 19 21.23,49 25 16.96,11.19,Be,,4
1936,HD 168331,Classical,18 20 09.97,-24 56 37.07,9.24,B6.5IIIe,,2
1937,HD 168957,Classical,18 21 27.77,25 03 24.40,6.983,B3Ve,,344
1938,NW Ser,Classical,18 21 28.40,05 26 08.59,6.147,B2.5IIIe,264,304
1939,HD 169033,Classical,18 23 12.16,-12 00 53.11,5.705,B5Ve,200,119
1940,BD-09 4713,Classical,18 23 52.24,-09 53 54.26,9.78,B2Vnpe,,1
1941,RY Sct,Classical,18 25 31.48,-12 41 24.18,9.14,B1IIIpe,,2
1942,BD-14 5047,Classical,18 26 39.30,-14 38 19.42,10.6,Oe,,0
1943,HD 170009,Classical,18 27 01.79,07 43 57.80,8,B9IIIe,180,131
1944,HD 169805,Classical,18 27 12.00,-18 57 13.40,8,B2Vne,,33
1945,HD 170061,Classical,18 28 00.74,-14 42 24.64,9.38,B0nne,,0
1946,V4031 Sgr,Classical,18 29 21.99,-25 15 23.78,6.59,B1Vnne,170,12
1947,HD 169999,Classical,18 30 06.52,-52 12 16.46,10.52,B8Vne,,5
1948,QT Ser,Classical,18 31 04.45,04 37 37.04,7.73,B5e,295,176
1949,V448 Sct,Classical,18 31 08.64,-05 47 22.31,7.38,B1.5IVe,270,97
1950,V3508 Sgr,Classical,18 31 24.21,-19 09 31.03,7.95,B5IIIe,,35
1951,SS73 167,Classical,18 31 36.41,-18 15 29.16,12,Be,,0
1952,HD 170835,Classical,18 32 16.44,-19 13 01.84,8.81,B2Ve,260,31
1953,V494 Sct,Classical,18 32 18.95,-11 17 23.60,9.79,B1Vpe,,0
1954,HD 171054,Classical,18 33 08.67,-13 54 43.46,9.14,B2Ve,40,0
1955,HD 171219,Classical,18 33 17.84,05 26 43.94,7.65,B5IIIe,300,86
1956,V532 Lyr,Classical,18 33 23.04,30 53 31.52,6.538,B4Ve,185,476
1957,HD 171780,Classical,18 35 13.51,34 27 28.88,6.088,B5Vne,230,737
1958,V4400 Sgr,Classical,18 35 20.47,-22 05 27.38,7.95,B2Vnne,,32
1959,HD 171469,Classical,18 35 42.10,-15 43 22.13,9.51,B5Ve,,0
1960,HD 171754,Classical,18 37 13.69,-19 24 17.96,8.3,B3e,120,8
1961,HD 171757,Classical,18 37 40.09,-27 59 08.12,8.87,B3IIIe,,1
1962,HD 172122,Classical,18 39 12.15,-20 20 08.54,8.87,B3IIe,,2
1963,HD 172158,Classical,18 39 30.24,-21 57 56.01,7.95,B8IIe,,32
1964,HD 172252,Classical,18 39 39.85,-11 52 43.03,9.57,B0Ve,,0
1965,V4131 Sgr,Classical,18 40 11.01,-22 39 49.80,8.73,B1Ve,310,3
1966,EM* AS 315,Classical,18 41 00.11,-05 27 51.70,11.3,Be,,0
1967,BD-13 5073,Classical,18 41 22.57,-13 50 28.93,10.4,B1IVpe,,0
1968,HD 172694,Classical,18 42 16.57,-15 51 20.81,8.23,B2IIe,,9
1969,V447 Sct,Classical,18 44 33.34,-07 06 38.17,7.88,B0.5IVe,61,115
1970,4 Aql,Classical,18 44 49.94,02 03 36.14,5.014,B9Ve,225,278
1971,HD 173371,Classical,18 44 55.91,-00 22 24.37,6.885,B7IVe,295,99
1972,HD 173530,Classical,18 45 42.91,04 34 42.95,8.82,B7IIIe,250,8
1973,V455 Sct,Classical,18 46 38.08,-07 55 55.12,9.29,B1IVe,197,1
1974,CX Dra,Classical,18 46 43.09,52 59 16.66,5.9,B2.5Ve,163,2099
1975,BD-15 5090,Classical,18 46 50.74,-14 59 34.37,10.3,Be,,1
1976,HD 173817,Classical,18 47 14.38,02 36 06.71,8.63,B6IVe,270,56
1977,HD 174179,Classical,18 47 57.37,31 45 24.61,6.047,B3IVpe,5,253
1978,HD 174105,Classical,18 48 22.65,15 23 38.89,6.93,B8e,250,130
1979,SHELIAK,Classical,18 50 04.80,33 21 45.61,3.52,B7Ve,120,2872
1980,HD 174571,Classical or Herbig,18 50 47.18,08 42 10.09,8.89,B1.5Ve,240,7
1981,BD-09 4858,Classical,18 50 58.31,-09 49 38.55,8.95,B1.5Ve,108,3
1982,HD 174512,Classical,18 51 07.98,-06 16 45.03,8.557,Be,,109
1983,V457 Sct,Classical,18 51 09.75,-07 47 55.76,8.7,B1.5IVe,251,4
1984,HD 175511,Classical,18 52 02.21,59 40 01.33,6.94,B9e,,203
1985,lam Pav,Classical,18 52 13.03,-62 11 15.33,4.207,B2Ve,140,23
1986,HD 174705,Classical,18 52 16.53,-11 37 57.37,8.34,B1.5IVe,331,7
1987,HD 174775,Classical,18 52 57.46,-19 40 06.15,8.96,B5Ve,,2
1988,HD 174886,Classical,18 53 14.47,-10 13 12.47,7.77,B4IIIe,69,65
1989,HD 175863,Classical,18 53 44.70,60 01 04.33,7.034,B4Ve,,344
1990,BD-02 4786,Classical,18 56 03.64,-02 37 35.40,11.61,Be,,0
1991,BD-05 4819,Classical,18 57 13.03,-05 31 30.03,10.6,B2IVpe,,0
1992,64 Ser,Classical,18 57 16.59,02 32 07.25,5.563,B8IIIe,175,205
1993,BD-05 4823,Classical,18 58 15.15,-05 28 56.78,10.48,Be,,0
1994,V1437 Aql,Classical,18 59 15.19,-07 08 00.93,8.98,B5IVe,227,29
1995,HD 176630,Classical,19 01 27.31,-06 11 33.33,7.65,B3IIIe,175,197
1996,HD 177015,Classical,19 03 33.13,-20 07 42.93,7.8,B4Vne,,32
1997,HD 230579,Classical,19 04 08.02,11 06 24.69,9.1,B1IVe,330,55
1998,HD 177648,Classical,19 04 38.50,23 19 45.41,7.234,B2Ve,,254
1999,V4409 Sgr,Classical,19 04 47.93,-18 42 27.19,8.66,B8Vnne,,1
2000,HD 177427,Classical,19 05 46.90,-29 04 52.05,7.08,B9IIIe,,42
2001,iot Lyr,Classical,19 07 18.13,36 06 00.57,5.249,B6IVe,310,580
2002,V4024 Sgr,Classical,19 08 16.70,-19 17 25.03,5.57,B2Ve,105,84
2003,V1443 Aql,Classical,19 08 25.17,09 08 00.77,8.93,B3Ve,99,8
2004,EM* AS 341,Classical,19 09 55.46,-02 47 37.28,11,Be,,0
2005,EM* StHA 160,Classical,19 10 56.42,-16 50 13.39,11.87,Be,,0
2006,HD 179343,Classical,19 12 03.28,02 37 21.32,6.945,B8IIIe,148,113
2007,HBHA 703-05,Classical,19 12 26.94,06 37 44.21,11.174,B5IIe,,1
2008,V1446 Aql,Classical,19 12 40.26,-06 27 31.69,9.12,B2Ve,231,4
2009,HD 179253,Classical,19 13 44.19,-42 24 48.18,9.78,B7Ve,120,5
2010,EM* CDS 1054,Classical,19 14 49.90,17 35 51.00,11.16,A0IIe,,1
2011,V1448 Aql,Classical,19 15 01.43,09 48 27.42,7.99,B2IVe,243,414
2012,HD 181409,Classical,19 19 03.74,33 23 19.72,6.573,B2IVe,140,211
2013,HD 181231,Classical,19 19 42.37,-00 02 59.49,8.69,B5IVe,250,18
2014,HD 181367,Classical,19 20 03.95,02 19 51.59,9.34,B6IVe,279,2
2015,HD 181308,Classical,19 20 05.15,-01 35 46.91,8.66,B5IVe,246,6
2016,HD 181709,Classical,19 21 18.28,05 25 21.73,8.77,B6IIIe,249,26
2017,HD 181803,Classical,19 21 34.72,08 52 22.59,9.03,B7IIIe,185,3
2018,BD+30 3526,Classical,19 21 40.22,31 09 43.71,9.89,A0IIe,,4
2019,ups Sgr,Classical,19 21 43.62,-15 57 18.06,4.578,Bpshe,44,371
2020,HD 344313,Classical,19 24 45.77,22 46 28.68,9.45,B2Vpe,,6
2021,HD 183339,Classical,19 25 46.77,58 01 38.36,6.581,B8IVwe,45,169
2022,V558 Lyr,Classical,19 27 36.40,37 56 28.31,6.294,B3Ve,220,190
2023,7 Vul,Classical,19 29 20.90,20 16 47.06,6.327,B5Vne,305,148
2024,V923 Aql,Classical,19 30 33.12,03 26 39.86,6.089,B6she,275,386
2025,bet Cyg B,Classical,19 30 45.40,27 57 55.00,5.088,B8Ve,220,247
2026,V1294 Aql,Classical,19 33 36.92,03 45 40.78,6.98,B0Ve,195,243
2027,EM* StHA 166,Classical,19 34 46.81,42 26 08.20,11.76,Be,,2
2028,11 Cyg,Classical,19 35 48.30,36 56 40.35,6.028,B8Vne,285,274
2029,HD 184767,Classical,19 36 00.99,00 14 58.76,7.15,A0IIIe,44,93
2030,kap Aql,Classical,19 36 53.45,-07 01 38.92,4.96,B0.5IIIe,,150
2031,V341 Sge,Classical,19 42 48.28,17 58 05.76,7.78,B2.5Ve,,178
2032,HD 344800,Classical,19 42 50.92,22 33 45.86,10.06,B2Vnne,,3
2033,HD 344783,Classical,19 43 06.79,23 16 12.40,9.8,B0IVe,,2
2034,V1463 Aql,Classical,19 44 15.85,07 35 17.60,8.15,B5e,,8
2035,HD 344873,Classical,19 45 12.63,24 03 04.09,8.81,B0IIe,,6
2036,HD 350559,Classical,19 46 57.69,18 14 55.87,10.55,B7IIIe,,1
2037,HD 225985,Classical,19 49 32.91,32 57 22.30,9.16,B1Vpshe,,7
2038,HD 187350,Classical,19 49 33.45,-01 06 03.73,8.14,B1Vne,,10
2039,V1339 Aql,Classical,19 50 17.48,07 54 08.69,6.484,B2.5IVe,140,223
2040,12 Vul,Classical,19 51 04.11,22 36 36.17,4.893,B2.5Ve,245,1232
2041,V396 Vul,Classical,19 51 04.74,27 43 00.86,7.761,B2Vnne,,157
2042,V1466 Aql,Classical,19 52 15.58,10 21 05.72,6.503,B7VA5Ve,,130
2043,EM* MWC 622,Classical,19 52 19.92,29 49 58.80,12,Be,,31
2044,HD 345120,Classical,19 52 32.81,22 41 10.12,10.25,B5e,,3
2045,EM* AS 368,Classical,19 52 46.72,28 46 52.84,10.82,Be,,1
2046,HD 345122,Classical,19 52 51.42,22 14 22.65,9.8,B2Vpe,,4
2047,25 Cyg,Classical,19 59 55.20,37 02 34.39,5.139,B3IVe,200,1353
2048,HD 189689,Classical,20 00 07.06,32 47 22.83,7.282,B9e,150,82
2049,HD 333226,Classical,20 00 33.37,30 22 53.22,10.26,B1Ve,,2
2050,V2103 Cyg,Classical,20 02 01.30,29 35 09.18,9.13,B8Ve,,34
2051,HBHA 3703-48,Classical,20 02 25.92,36 26 49.20,13.737,B6IVe,,1
2052,HD 190150,Classical,20 02 46.43,21 51 15.93,8.29,B9e,300,62
2053,HD 333452,Classical,20 03 11.02,28 42 20.44,9.49,B0IIInpe,,2
2054,V1362 Cyg,Classical,20 03 41.60,36 25 32.16,8.18,B5IIne,,199
2055,HD 339483,Classical,20 04 00.75,26 16 16.76,8.98,B1IIIe,,55
2056,Cl* NGC 6871 BP 3,Classical,20 04 45.12,35 44 43.01,12.75,B8Ve,,0
2057,Cl* NGC 6871 BP 2,Classical,20 04 54.16,35 51 21.49,11.98,B5Ve,,1
2058,HD 190944,Classical,20 05 25.66,46 40 18.55,8.36,B1.5Vne,,81
2059,HD 190864,Classical,20 05 39.80,35 36 27.99,7.79,O7IIIe,100,175
2060,HD 227611,Classical,20 05 45.15,35 54 02.99,8.8,B0IIpe,,36
2061,Cl* NGC 6871 BP 1,Classical,20 06 47.47,35 41 47.18,16,Be,,0
2062,V425 Cyg,Classical,20 08 04.56,36 07 26.00,10.6,B2npe,,108
2063,HD 191378,Classical,20 08 08.42,37 00 25.39,8.99,A5e,,60
2064,28 Cyg,Classical,20 09 25.62,36 50 22.64,4.929,B2.5Ve,300,2950
2065,V372 Sge,Classical,20 09 39.59,21 04 43.62,8.34,B0.5IIIe,,26
2066,HD 228041,Classical,20 09 58.42,35 29 45.78,9.04,B0.5Ve,,32
2067,HD 228104,Classical,20 10 38.44,35 52 28.02,9.06,B1IVpe,,5
2068,KT Cyg,Classical,20 11 43.99,36 31 13.08,11.9,B5ev,,2
2069,HD 228256,Classical,20 11 54.37,40 00 29.63,10.02,Bpe,,4
2070,20 Vul,Classical,20 12 00.70,26 28 43.70,5.903,B7Ve,245,214
2071,HD 192445,Classical,20 13 32.99,36 19 42.17,7.23,B0.5IIIe,,561
2072,HD 331976,Classical,20 13 41.53,32 33 12.71,9.94,B0pe,,2
2073,HD 228438,Classical,20 13 50.28,36 37 22.53,8.37,B0.5IIIe,,50
2074,BD+36 3956B,Classical,20 14 40.15,36 38 47.49,10.5,O9e,,1
2075,HD 228535,Classical,20 14 55.34,36 51 12.83,10.43,B2IVe,,4
2076,QR Vul,Classical,20 15 15.90,25 35 31.05,4.759,B3Ve,275,6881
2077,HD 228658,Classical,20 16 08.56,37 33 23.06,10.24,B0.5Ve,,3
2078,V2113 Cyg,Classical,20 16 48.18,32 22 47.39,7.16,B1Vnnpe,,399
2079,EM* VES 195,Classical,20 17 03.89,42 06 07.54,11.98,O9Ve,,1
2080,LZ Del,Classical,20 17 09.78,15 52 21.61,7.47,B9e,,130
2081,HD 193182,Classical,20 17 25.18,39 35 36.74,6.554,Ape,200,257
2082,EM* AS 396,Classical,20 17 30.19,38 05 56.46,10.89,B2.5IVe,,1
2083,HD 228860,Classical,20 18 51.55,36 57 40.94,9.72,B0.5IVe,,2
2084,HD 193516,Classical,20 19 07.50,37 46 09.83,8.6,B2IIIe,,6
2085,HD 355402,Classical,20 19 21.44,14 54 51.35,10.87,Be,,2
2086,HD 194057,Classical,20 21 40.32,44 48 51.25,7.52,B1IIe,,747
2087,25 Vul,Classical,20 22 03.43,24 26 45.96,5.519,B8IIIne,160,262
2088,Cl* NGC 6913 KJ 50,Classical,20 22 34.94,38 24 45.50,13.28,A0IVe,,0
2089,HD 229171,Classical,20 23 02.88,38 27 20.85,9.38,B0.5IIIne,,2
2090,V2119 Cyg,Classical,20 23 44.37,37 28 35.21,5.859,B2Vne,315,246
2091,V1322 Cyg,Classical,20 23 45.96,38 30 03.12,9.22,Be,,3
2092,Cl* NGC 6913 SAND 151,Classical,20 24 02.26,38 39 38.09,12.57,B5e,,1
2093,BD+41 3731,Classical or Herbig,20 24 15.72,42 18 01.37,9.84,B3ne,,204
2094,HD 194244,Classical,20 24 37.50,01 04 06.26,6.144,B9IIIe,233,191
2095,V2120 Cyg,Classical,20 25 32.81,54 41 03.12,7.36,B2Ve,,36
2096,HD 194779,Classical,20 25 55.08,41 20 11.72,7.8,B3IIe,,487
2097,BD+38 4093,Classical,20 27 10.21,38 54 01.63,10.78,Be,,2
2098,BD+46 2948,Classical,20 29 20.18,46 39 59.02,10.18,B1Vnne,,3
2099,HD 195554,Classical,20 29 27.11,56 04 05.48,5.889,B9Vne,250,110
2100,HD 195407,Classical,20 29 47.76,36 58 49.37,7.8,B0IVpe,310,115
2101,V2246 Cyg,Classical,20 32 15.19,37 38 15.00,19.7,B0Ve,,0
2102,V2123 Cyg,Classical,20 33 05.11,31 39 25.31,7.82,B1.5Ve,,79
2103,V2188 Cyg,Classical,20 33 18.64,41 15 35.50,14.88,Be,,3
2104,BD+36 4145,Classical,20 36 18.21,37 25 02.82,8.96,O9Ve,,31
2105,BD+47 3148,Classical,20 37 14.63,47 42 26.13,10.4,B5e,,3
2106,W Del,Classical,20 37 40.09,18 17 03.78,9.81,A0Ve,30,2
2107,HD 196712,Classical,20 39 13.25,-02 24 46.70,6.221,B7IIIne,250,122
2108,HD 197038,Classical,20 40 18.47,25 47 20.88,8.18,B7e,220,64
2109,BD+54 2399,Classical,20 40 53.04,55 19 37.20,10.16,B5e,,27
2110,HD 197434,Classical,20 41 25.20,54 12 33.92,8.01,B6e,220,142
2111,V568 Cyg,Classical,20 42 22.32,35 27 22.30,6.671,B2IVe,105,224
2112,BD+46 3022,Classical,20 43 19.55,46 34 14.03,10.43,Be,,1
2113,BD+50 3180,Classical,20 43 50.21,50 58 22.34,9.91,Be,,3
2114,EM* MWC 1030,Classical,20 46 24.99,44 55 45.22,11.53,Be,,3
2115,V2018 Cyg,Classical,20 46 45.64,43 45 11.39,11.61,Be,,4
2116,EM* LkHA 133,Classical,20 46 48.96,43 25 40.80,13.79,B3Ve,,0
2117,lam Cyg,Classical,20 47 24.54,36 29 26.57,4.75,B5Ve,125,4712
2118,V2135 Cyg,Classical,20 48 32.77,53 54 21.97,8.14,B1Vnnpe,,56
2119,BD+44 3594,Classical,20 49 11.59,45 24 39.79,9.85,B1Vnpe,,3
2120,V2136 Cyg,Classical,20 49 54.65,46 39 40.81,6.33,B4Ve,250,969
2121,V417 Cep,Classical,20 51 09.99,55 29 19.49,8.33,B1Ve,,36
2122,V1493 Cyg,Classical,20 52 04.65,44 37 30.43,15.2,A2Ve,,1
2123,HD 198931,Classical,20 52 09.72,44 26 04.61,8.81,B1Vnne,,24
2124,BD+46 3087,Classical,20 53 05.93,46 41 10.13,10.38,B5e,,3
2125,BD+40 4353,Classical,20 54 16.12,40 50 13.71,9.46,B2Ve,,3
2126,HD 199218,Classical,20 54 22.25,40 42 10.65,6.696,B8Vnne,205,155
2127,V2139 Cyg,Classical,20 55 23.11,40 18 00.10,7.157,B2IVpe,,131
2128,nu Cyg,Classical,20 57 10.42,41 10 01.70,3.939,A1Vne,245,251
2129,GRO J2058+42,Classical,20 59 00.00,41 43 12.00,14.92,Be,,0
2130,59 Cyg,Classical,20 59 49.56,47 31 15.42,4.74,B1.5Vnne,379,5234
2131,V2144 Cyg,Classical,21 00 49.86,46 34 42.91,7.28,B5Ve,,106
2132,60 Cyg,Classical,21 01 10.93,46 09 20.78,5.417,B1Ve,320,374
2133,V1546 Cyg,Classical,21 02 02.49,43 30 46.69,17,B9.5Ve,,2
2134,GSC 03588-00834,Classical,21 03 35.71,45 45 05.51,14.25,B0Ve,,1
2135,EM* CDS 1215,Classical,21 04 52.10,47 55 59.16,10.48,B1Vnne,,2
2136,BD+47 3302,Classical,21 08 26.54,47 40 26.33,10.5,B2Vnpe,,4
2137,HD 201522,Classical,21 08 29.63,47 15 25.37,7.9,B0Ve,,78
2138,V2148 Cyg,Classical,21 09 58.63,45 30 09.20,6.61,B4IVpe,340,396
2139,HD 201836,Classical,21 10 30.96,47 41 32.02,6.492,B6IVe,120,83
2140,EM* CDS 1228,Classical,21 13 32.62,48 23 20.59,10.51,B2Vne,,38
2141,V420 Cep,Classical,21 14 45.48,59 45 39.70,8.66,B2Ve,,92
2142,V421 Cep,Classical,21 17 18.79,58 36 41.34,6.432,B2IIIe,90,187
2143,ups Cyg,Classical,21 17 55.08,34 53 48.83,4.43,B2Vne,185,1427
2144,HD 203374,Classical,21 19 07.36,61 51 30.43,6.692,B0IVpe,,117
2145,6 Cep,Classical,21 19 22.22,64 52 18.68,5.185,B3IVe,153,808
2146,HD 203356,Classical,21 19 44.94,53 57 05.38,8.08,B9e,350,95
2147,V2153 Cyg,Classical,21 22 51.15,40 41 50.08,7.52,B1Vne,,219
2148,NT Peg,Classical,21 23 35.39,14 03 00.64,6.86,B2.5IVne,,221
2149,HD 204185,Classical,21 24 19.24,61 16 16.93,8.8,Be,,34
2150,V2155 Cyg,Classical,21 24 30.34,55 22 00.24,7.55,B1Ve,,276
2151,V2156 Cyg,Classical,21 25 02.44,44 27 06.37,8.91,B1.5Vnnpe,,30
2152,ALFIRK,Classical,21 28 39.60,70 33 38.57,3.216,B2IIIev,20,8073
2153,EM* AS 521,Classical,21 29 08.19,54 51 34.89,11.34,B5e,,3
2154,V2162 Cyg,Classical,21 29 14.84,44 20 17.25,7.63,B2Vnne,,356
2155,V2163 Cyg,Classical,21 30 00.89,45 29 39.07,6.944,B4e,200,307
2156,HD 205060,Classical,21 31 36.91,42 42 02.72,7.219,B5e,,143
2157,HD 205551,Classical,21 34 27.46,51 41 54.47,6.164,B9IIIe,120,125
2158,V2166 Cyg,Classical,21 35 44.48,29 44 43.89,8.16,B2Vne,,164
2159,V1427 Cyg,Classical,21 35 51.66,47 54 42.73,9.16,Bpe,,31
2160,V432 Cep,Classical,21 36 59.64,58 08 24.61,8.53,B2Vnne,,51
2161,eps Cap,Classical,21 37 04.83,-19 27 57.65,4.5,B3Vpe,225,216
2162,V490 Cep,Classical,21 39 30.72,56 59 10.01,14.29,B1.5Ve,,1
2163,BD+56 2626,Classical,21 41 40.91,56 41 36.33,10.51,B0.5IIIe,,2
2164,HD 206773,Classical,21 42 24.18,57 44 09.80,6.927,B0Vpe,480,985
2165,V435 Cep,Classical,21 44 34.01,59 03 25.74,9.43,B2IIInne,,33
2166,BD+49 3615,Classical,21 45 52.16,50 17 32.94,9.03,B1Ve,,4
2167,HD 207232,Classical,21 46 02.83,50 40 26.95,7.033,B9e,330,167
2168,16 Peg,Classical,21 53 03.77,25 55 30.49,5.078,B3Ve,100,1784
2169,V2211 Cyg,Classical,21 53 27.50,52 59 57.84,12.5,Be,,18
2170,HD 208220,Classical,21 53 43.59,43 28 58.18,9.45,B1IVe,,29
2171,EM Cep,Classical,21 53 48.10,62 36 51.94,7.03,B0.5Ve,304,87
2172,EM* MWC 1051,Classical,21 54 21.10,51 27 54.00,13,Be,,0
2173,HD 208682,Classical,21 55 31.00,65 19 14.91,5.939,B2.5Ve,307,129
2174,V2172 Cyg,Classical,21 56 45.03,51 34 33.75,8.17,B2e,290,81
2175,V439 Cep,Classical,21 59 19.67,60 17 51.59,7.67,B1Ve,,188
2176,VV PsA,Classical,21 59 55.54,-31 31 32.65,7.06,B7Ve,200,8
2177,eta PsA,Classical,22 00 50.23,-28 27 13.46,5.62,B8Ve,320,58
2178,V2175 Cyg,Classical,22 01 38.20,50 10 04.64,9.31,Be,,71
2179,BD+54 2676,Classical,22 03 15.15,55 05 18.27,10.3,B1Vnne,,3
2180,omi Aqr,Classical,22 03 18.84,-02 09 19.31,4.7,B7IVe,280,235
2181,EM* CDS 1295,Classical,22 04 12.30,53 04 01.37,12.51,Be,,2
2182,UU PsA,Classical,22 04 36.77,-26 49 20.50,5.952,B4IVne,275,27
