#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,EDR3Name,Plx,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,RVDR2,GLON,GLAT,Tefftemp,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,HR1_x,HR2_x,HR3,HR4,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,HRhm,HRhs,HRms,VaKSb,VaKPb,VaGLb,Vib,_2SXPS,HR1_y,HR2_y,FPO0,FPU0,NH1H,Gamma,flags
1448,2E 1118.7-6138,Classical,12.12,O9.5IVe,,0,170.23841666666667,-61.91674722222222,1448.0,Gaia EDR3 5336957010898124160,0.3293,-5.421,1.37,0.07,6.38,11.589363,12.270934,10.759902,,292.4985271467,-0.8918067117,,6.514147587048724e-14,1A 1118-615,"P, T",o,Hen 3-640,355,,12.1,,,0.96,,,-0.3,1.2,,,355,9.563,,9.071,,8.587,,0.1,70.0,,"64,536",,,405.0,,547,O9.5Ve,,WRAY 15-793,,Simbad,,,,,,,,,,,,,,,,,J112057.1-615500,2.9229327150992e-12,2.6052274580998e-12,3.0738743396539e-13,4.5638698229386e-14,8.3832733485772e-16,0.50593,0.84947,0.60087,0.9885273,0.9999258,0.999984,,,,,,,,,"BeSS,Gaia,HMXB,Chandra"
1449,HD 98876,Classical,9.5,B5Vne,,0,170.47666666666666,-63.48717777777778,1449.0,Gaia EDR3 5333759875914534400,1.0405,-9.965,1.256,0.095,9.54,9.404545,9.524397,9.116887,,293.1367388029,-2.3310162671,,4.87286964765008e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1450,V907 Cen,Classical,9.27,B2.5Ve,,1,170.58216666666667,-61.07347222222222,1450.0,Gaia EDR3 5337470796415505408,0.4666,-5.826,1.155,0.119,14.8,8.958766,9.057486,8.709971,,292.3663051226,-0.042977564,,7.346769153653329e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1451,HD 99146,Classical,8.18,B3Ve,,0,170.97070833333333,-59.304811111111114,1451.0,Gaia EDR3 5339172153213672576,-1.6586,-5.833,1.538,7.294,30000.0,8.042924,8.150716,7.71876,,291.9563936835,1.6883416855,,1.7077849968094982e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J112352.9-591817,3.5303374120742e-15,0.0,0.0,3.5490092669201e-15,,-0.01124,-0.99938,-0.99938,0.7694489,0.6088032,0.459022,0.7396331,,,,,,,,"BeSS,Gaia,Chandra"
1452,HD 99354,Classical,8.96,B1IIIne,,0,171.30729166666669,-61.27687777777778,1452.0,Gaia EDR3 5334463185442116480,0.4007,-5.709,0.589,0.103,11.0,8.890344,8.926176,8.757109,,292.7636167164,-0.1186950823,,7.824654926051986e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1453,HD 99467,Classical,7.51,B9IIIe,,0,171.50575,-59.35286388888889,1453.0,Gaia EDR3 5336189727924512384,1.444,-13.677,1.463,0.258,49.5,7.484449,7.476675,7.443963,,292.2300763622,1.7324811487,,2.856427423244977e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1454,HD 99771,Classical,8.58,B7Vne,,0,171.98695833333332,-62.805141666666664,1454.0,Gaia EDR3 5333863676679561728,0.9267,-5.93,-0.599,0.123,14.5,8.529436,8.636472,8.278732,,293.5575649019,-1.4629044359,,1.091009152435946e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1455,WRAY 15-813,Classical,12.5,Be,,0,172.30579166666666,-65.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1456,HD 100199,Classical,8.17,B0.5IIIne,,0,172.77879166666665,-62.94692777777778,1456.0,Gaia EDR3 5333660129603575808,0.5732,-6.098,1.373,0.468,136.0,8.126811,8.113963,8.075031,,293.9448982982,-1.4851967909,,1.5808053384731052e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J113106.9-625648,2.660139160646e-12,2.5638112912406e-12,1.3853484135923e-13,1.2921820840847e-14,0.0,0.67208,0.93067,0.68582,0.9999792,0.9999859,0.987137,,,,,,,,,"BeSS,Gaia,Chandra"
1456,HD 100199,Classical,8.17,B0.5IIIne,,0,172.77879166666665,-62.94692777777778,1456.0,Gaia EDR3 5333660129603575808,0.5732,-6.098,1.373,0.468,136.0,8.126811,8.113963,8.075031,,293.9448982982,-1.4851967909,,1.5808053384731052e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J113106.9-625648X,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia,Chandra"
1457,HD 304395,Classical,9.41,B8e,,0,172.78545833333334,-57.24751944444444,1457.0,Gaia EDR3 5342784701731657216,0.7307,-6.882,0.965,0.193,40.9,9.348839,9.293262,9.162464,,292.2046656035,3.9423573262,,5.129407398568339e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1458,KP Mus,Classical,8.58,B2IIIne,,0,172.96120833333333,-68.05793333333334,1458.0,Gaia EDR3 5235066303460408960,0.6982,-8.796,0.835,0.127,15.0,8.506055,8.613745,8.250613,,295.5802264342,-6.3295587637,,1.114758503510281e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1459,A Cen,Classical,4.614,B9Ve,160,65,173.69025,-54.264091666666666,1459.0,Gaia EDR3 5344985442961439872,8.1091,-55.538,16.162,1.307,3140.0,4.599313,4.558798,4.618028,,291.7923990146,6.9409340804,,4.0726547364967e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1460,HD 306657,Classical,10.51,B8e,,0,173.81320833333334,-61.699891666666666,1460.0,Gaia EDR3 5334204250433096960,0.5162,-6.848,1.017,0.254,66.4,10.360088,10.393393,10.216848,,294.0318463592,-0.1516675015,,2.0210059582366655e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1461,HD 306793,Classical,10.674,B3Ve,,0,173.8419583333333,-61.53640277777778,1461.0,Gaia EDR3 5334212531125973504,0.4798,-6.61,1.094,0.184,38.8,10.681945,10.684682,10.638109,,293.9974745349,0.0087629447,,1.502535680354587e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1462,Cl* NGC 3766 SHER 41,Classical,10.82,Be,,0,173.97674999999998,-61.57511111111111,1462.0,Gaia EDR3 5334209335674216448,0.4442,-6.931,1.163,0.273,71.2,10.76807,10.766451,10.740516,,294.0701457143,-0.0097831254,,1.3879531085045887e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1463,Cl* NGC 3766 MG 27,Classical,11.2,Be,,0,173.98220833333335,-61.54221944444444,1463.0,Gaia EDR3 5334209782347241088,0.4327,-6.762,1.136,0.169,34.8,11.101967,11.128489,11.031089,,294.0631636626,0.0224764352,,1.0205070137469829e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1464,Cl* NGC 3766 MG 119,Classical,10.0,B2Vnpe,,0,174.00458333333333,-61.62178055555555,1464.0,Gaia EDR3 5334206960516636288,0.5462,-6.509,0.887,0.18,32.8,9.978388,10.003633,9.889971,,294.0962598061,-0.0506692786,,2.8724176978417717e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1465,Cl* NGC 3766 SHER 23,Classical,,Be,,0,174.00825,-61.593919444444445,1465.0,Gaia EDR3 5334208472346766720,0.4405,-6.664,0.813,0.134,16.2,12.59949,12.652286,12.483071,,294.0899040607,-0.0234766015,,2.569252536062558e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1466,V855 Cen,Classical,9.61,Be,,0,174.02283333333332,-61.701683333333335,1466.0,Gaia EDR3 5334206204602401280,0.4718,-6.829,1.106,0.162,25.4,9.699026,9.713232,9.618807,,294.1275163052,-0.124685796,,3.7152872218686926e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1467,V845 Cen,Classical,10.0,B3npe,,0,174.03341666666665,-61.64393888888889,1467.0,Gaia EDR3 5334206861769360768,0.4429,-6.809,1.123,0.139,18.2,10.010907,10.047909,9.894676,,294.1157421253,-0.0679401084,,2.7876612223344084e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1468,V911 Cen,Classical,9.37,Be,,0,174.03904166666666,-61.69488611111111,1468.0,Gaia EDR3 5334206312013482880,0.4836,-6.556,1.056,0.189,37.0,9.40558,9.400419,9.368439,,294.1329146427,-0.1159667942,,4.86822669943137e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1469,V846 Cen,Classical,9.26,B1.5Vne,,0,174.042375,-61.62775,1469.0,Gaia EDR3 5334208373597874304,0.4733,-6.948,1.149,0.308,102.0,9.197943,9.204463,9.129579,,294.1151360768,-0.0512096079,,5.894209850312511e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1470,V848 Cen,Classical,10.33,B4Vne,,0,174.09104166666665,-61.60828055555555,1470.0,Gaia EDR3 5334208304878438528,0.4729,-6.716,1.203,0.176,31.6,10.5322,10.545223,10.492498,,294.1317321335,-0.0259350339,,1.7247366572571577e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1471,Cl* NGC 3766 SHER 73,Classical,11.0,B3Ve,,0,174.09141666666667,-61.62456111111111,1471.0,Gaia EDR3 5334208201799199872,0.4929,-6.791,1.107,0.122,15.4,10.816101,10.848531,10.702978,,294.1365675751,-0.0414845631,,1.327890897490516e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1472,Cl* NGC 3766 MG 77,Classical,11.4,Be,,0,174.17004166666666,-61.59475,1472.0,Gaia EDR3 5334161850507279360,0.4392,-6.77,1.088,0.157,28.0,11.309185,11.338683,11.232839,,294.1638945742,-0.0022420491,,8.43196497500056e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1473,Cl* NGC 3766 MG 139,Classical,11.1,Be,,0,174.17454166666664,-61.63158055555556,1473.0,Gaia EDR3 5334161335111188736,0.4499,-6.789,0.999,0.191,41.0,10.990832,11.017697,10.910696,,294.1764402252,-0.036940087,,1.1304985089683678e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1474,Hen 3-685,Classical,,Be,,0,174.435,-58.5897,1474.0,Gaia EDR3 5336459314433684992,0.0603,-6.329,0.634,0.0,0.0,19.399544,16.343613,16.053099,,293.4386443802,2.9172330007,,4.8953663007945065e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1475,HD 101142,Classical,9.01,B5IIIe,,0,174.52129166666666,-45.13891666666667,1475.0,Gaia EDR3 5378782540596136320,0.7901,-5.175,-1.622,0.217,70.7,8.979489,8.954289,8.977576,,289.5950072803,15.8248141478,,7.207874127757002e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1476,V870 Cen,Classical,10.5,B2Ve,,0,174.583125,-63.34355,1476.0,Gaia EDR3 5333580105769333120,0.4102,-6.244,0.944,0.128,20.0,10.637633,10.704705,10.469887,,294.8405814792,-1.6260035305,,1.5651270373539232e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1477,HD 308820,Classical,11.55,B5Vne,,0,174.591,-63.393125,1477.0,Gaia EDR3 5333579487293992576,0.4121,-6.108,0.63,0.149,28.9,11.481861,11.564138,11.301476,,294.857861061,-1.6726740511,,7.192144326154433e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1478,Cl* IC 2944 THA 12,Classical,12.04,B6Vne,,0,174.66158333333334,-63.39432222222222,1478.0,Gaia EDR3 5333579345536139136,0.4609,-6.196,1.042,0.531,381.0,11.966018,12.048872,11.780441,,294.8885488875,-1.665019256,,4.6046390673828757e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1479,HD 308829,Classical,10.49,B5e,,0,174.74154166666668,-63.47750555555555,1479.0,Gaia EDR3 5333574672615611776,0.3761,-6.095,0.51,0.147,27.0,10.625461,10.780537,10.325767,,294.9460125496,-1.7350151531,,1.5827721279246698e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1480,ARMA 111,Classical,11.59,B0.5Vne,,0,174.92383333333333,-63.45761666666667,1480.0,Gaia EDR3 5333575432845123072,0.4026,-6.004,0.816,0.119,19.3,11.517975,11.607304,11.319801,,295.018845772,-1.6934600437,,6.956852474230485e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1481,BRAN 366,Classical,13.11,B9Ve,,0,175.13670833333333,-64.5347,1481.0,Gaia EDR3 5332670397351913856,0.4281,-6.945,0.341,0.0,0.0,13.104729,13.26846,12.767693,,295.402762814,-2.7044725856,,1.6132853642019102e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1482,V916 Cen,Classical,8.73,B0.5ne,,0,175.605625,-62.477075,1482.0,Gaia EDR3 5333347868322375808,0.5305,-6.174,0.796,0.45,196.0,8.611827,8.638561,8.489742,,295.0534447161,-0.6657208849,,1.0112813402358077e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1483,HD 306962,Classical,9.79,Oe,,0,175.65087499999998,-59.978141666666666,1483.0,Gaia EDR3 5335489132867692544,0.3291,-4.913,0.932,0.113,13.3,9.572438,9.705442,9.264513,,294.4155083159,1.7505157404,,4.1747223202804926e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1484,V644 Cen,Classical,10.22,B3Ve,,0,175.7771666666667,-60.73470277777778,1484.0,Gaia EDR3 5335063411355814400,0.482,-5.415,0.938,0.103,10.6,10.44481,10.51225,10.240281,,294.6743813728,1.0370009502,,1.8692990871166448e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1485,HD 101915,Classical,7.12,B8Vne,,0,175.782125,-72.44553888888889,1485.0,Gaia EDR3 5227317392171447552,2.9044,-10.218,-1.927,0.28,70.7,7.116106,7.100076,6.938605,,297.7675760199,-10.2622206929,,4.010147932926438e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1486,HD 102154,Classical,9.7,B5IIIe,,1,176.25841666666668,-69.366825,1486.0,Gaia EDR3 5234078181790957312,0.6356,-8.218,1.752,0.113,14.2,9.622648,9.688738,9.452909,,297.1069293673,-7.2494995307,,3.986057818067489e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1487,HD 102189,Classical,9.61,B5e,,0,176.318375,-61.92988888888889,1487.0,Gaia EDR3 5334877529525970816,0.5297,-5.844,0.554,0.153,24.2,9.633306,9.647321,9.578644,,295.2329619312,-0.0511826747,,3.947120580803636e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1488,HD 102352,Classical,9.96,B2Vne,,0,176.61829166666666,-64.06285,1488.0,Gaia EDR3 5332747534956098688,0.4853,-6.047,0.25,0.138,19.9,9.840651,9.893425,9.682588,,295.9007177366,-2.0815593709,,3.2609368903224605e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1489,HD 102369,Classical,9.95,B8.5IIIe,,0,176.66095833333333,-64.16580555555555,1489.0,Gaia EDR3 5332740216331275776,0.5163,-7.214,0.703,0.134,21.1,9.85059,9.908802,9.699586,,295.9444061284,-2.1766413989,,3.2312219761018575e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1490,HD 102383,Classical,9.18,B6Vne,,0,176.734,-41.292788888888886,1490.0,Gaia EDR3 5381313440266174208,1.0509,-15.134,0.083,0.197,66.3,9.200201,9.185556,9.176073,,290.1037718475,19.9666875674,,5.881964430188888e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1491,HD 102423,Classical,9.08,B9.5Ve,,0,176.77854166666665,-59.05628055555555,1491.0,Gaia EDR3 5341583416565975296,1.3767,-10.681,1.54,0.176,38.0,9.047172,9.056985,8.982332,,294.7336378765,2.7877759952,,6.772265781092805e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1492,V801 Cen,Classical,8.94,B1Vne,,4,177.00008333333335,-62.20691388888889,1492.0,Gaia EDR3 5334823859608495104,0.4754,-6.226,1.598,0.114,10.1,8.652682,8.823288,8.294997,,295.6110785473,-0.2402410763,,9.739350463403908e-13,2S 1145-619,"P, T",o,V801 Cen,65,,9.3,,,0.18,,,-0.81,0.35,,,"568,564,816",8.677,,8.577,,8.403,,4.0,1000.0,,64,187.5,,292.4,,"547,819",B0.2IIIe,2E 1145.5-6155,HD 102567,,Simbad,,,,,,,,,,,,,,,,,J114800.0-621224,8.4882884778473e-12,7.3229277188784e-12,8.5656490833604e-13,4.1202405205558e-13,5.7326615417321e-14,0.46471,0.56715,0.13866,1.0,1.0,0.9999991,,,,,,,,,"BeSS,Gaia,HMXB,Chandra"
1493,HD 102742,Classical,9.87,B3Ve,,0,177.37475,-64.62246666666667,1493.0,Gaia EDR3 5332695338190693760,0.4536,-5.628,0.406,0.111,12.3,9.786728,9.849699,9.61696,,296.3550318702,-2.5445795071,,3.426980189443859e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1494,j Cen,Classical,4.313,B3Vne,210,33,177.4210833333333,-63.78847777777778,1494.0,Gaia EDR3 5333141675530343936,4.5957,-22.022,2.755,2.993,12100.0,4.300466,4.209511,4.393921,,296.1764084661,-1.7296362759,,5.3631061623993755e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1495,bet Hya,Classical,4.276,B9IIIspe,,4,178.22716666666665,-33.90813055555556,1495.0,Gaia EDR3 3465167833319929984,,,,173.1,51700000.0,4.784791,4.212077,4.292788,,289.2717304213,27.4063227933,,3.433099526178925e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1496,PHECDA,Classical,2.44,A0Ve,167,977,178.45770833333333,53.69476111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BeSS
1497,HD 307350,Classical,9.65,B9e,,0,178.502375,-58.52116111111111,1497.0,Gaia EDR3 5341530365129331072,0.9661,-11.278,0.046,0.161,32.4,9.521503,9.559274,9.368665,,295.4780237472,3.5169976999,,4.3752371089092637e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1498,HD 103514,Classical,9.65,B6e,,0,178.752375,-60.310202777777775,1498.0,Gaia EDR3 5335324029972110976,0.5242,-5.896,1.092,0.141,19.9,9.569612,9.608227,9.451776,,295.9946270899,1.7993001364,,4.1856026173690865e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1499,HD 103574,Classical,7.98,B2Ve,,1,178.84025,-63.70355277777778,1499.0,Gaia EDR3 5332991557833139200,1.0267,-9.858,-1.954,0.26,40.5,7.948904,7.936849,7.910324,,296.7689351991,-1.5048318636,,1.86226376851763e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1500,HD 103715,Classical,9.21,B1.5ne,,0,179.11775,-71.65231111111112,1500.0,Gaia EDR3 5233226717417375232,0.5082,-6.88,-0.918,0.125,19.8,9.087766,9.174758,8.864207,,298.5870338575,-9.2457623111,,6.523736240640455e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1501,HD 103872,Classical,8.87,B5e,,0,179.395625,-61.54976388888889,1501.0,Gaia EDR3 5335103096852889984,0.577,-6.918,0.372,0.967,864.0,8.784572,8.826703,8.639963,,296.5631187635,0.6542489397,,8.625295720196084e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1502,HD 104011,Classical,9.54,Be,,0,179.66070833333333,-60.65497777777778,1502.0,Gaia EDR3 5335257273307351040,0.4348,-5.794,0.053,0.122,15.3,9.415391,9.50112,9.208196,,296.5048168113,1.5562773895,,4.824434271169985e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1503,HD 104552,Classical,9.51,B4e,,0,180.59750000000003,-61.45146388888889,1503.0,Gaia EDR3 6058498258103593600,0.4962,-6.247,0.514,0.12,14.2,9.319141,9.393478,9.123575,,297.1057853734,0.8642210039,,5.271647880636299e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1504,HD 104582,Classical,9.53,B8.5Ve,159,0,180.648375,-59.337041666666664,1504.0,Gaia EDR3 6071147211665438464,0.8771,-7.701,1.729,0.114,17.5,9.452517,9.520936,9.285505,,296.7311330295,2.9453795972,,4.662254683343545e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1505,DG Cru,Classical,7.57,B2Vne,,0,180.88604166666667,-61.09829722222222,1505.0,Gaia EDR3 6058554603736162176,1.0981,-8.447,-0.433,0.253,41.6,7.641414,7.616068,7.633297,,297.1760241193,1.2370702522,,2.4719358376859105e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1506,HD 105027,Classical,9.04,B9.5Ve,,1,181.38704166666668,-69.91320555555555,1506.0,Gaia EDR3 5855909186220320384,,,,32.587,757000.0,9.554629,9.0655,8.848543,,298.9820876586,-7.3941352481,,4.2437637023356926e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
1507,AI Cru,Classical,9.69,B2IVe,,0,181.53204166666666,-61.25689722222222,1507.0,Gaia EDR3 6058510765049380096,0.4964,-6.258,0.263,0.162,23.8,9.607473,9.602982,9.448148,,297.5109787834,1.1370482706,,4.042160872795737e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
