#,Be star,Category,V,SpecType,vsini,Nb of spectra in BeSS,_RAJ2000,_DEJ2000,_q,DR2Name,pmRA,pmDE,epsi,sepsi,Gmag,BPmag,RPmag,AG,RV,GLON,GLAT,Teff,Lum,Rad,Plx,Gflux,Name,Type,Pos,Opt,r_Opt,l_Vmag,Vmag,Vmagl,u_Vmag,B-V,u_B-V,B-Vl,U-B,E_B-V_,E_B-V_2,u_E_B-V_,r_Vmag,Jmag,l_Hmag,Hmag,l_Kmag,Kmag,l_FX,FX,FXu,Range,r_FX,Porb,u_Porb,Ppulse,u_Ppulse,r_Porb,SpType,Name2,Name3,Name4,Simbad,_4XMM,Flux1,Flux2,Flux3,Flux4,Flux5,Flux8,Flux9,Cst,Fvar,e_Fvar,Vflag,_2CXO,Fluxb,Fluxh,Fluxm,Fluxs,Fluxu,VaKSb,VaKPb,VaGLb,Vib,HR_21,HR_32,HR_43,HR_54,HR_su,HR_ms,HR_hm,B_ox,flags
623,IPHAS J024928.47+595248.4,Classical,,,,0,42.368624999999994,59.88011111111111,623.0,b'Gaia DR2 464534321190805376',-0.858,0.316,0.0,0.0,13.316,14.0516,12.4523,,,137.24245497376,0.32916375226,4376.5,64.459,13.96,0.2715,1.0259102086995549e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
624,IPHAS J024940.66+621424.8,Classical,,B5,,0,42.41941666666667,62.24021944444444,624.0,b'Gaia DR2 467266848103026944',0.038,0.437,0.0,0.0,13.3619,13.6365,12.8945,,,136.22839067008,2.4605594674,6285.5,28.287,4.49,0.3418,9.834433578112911e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
625,IPHAS J025016.65+624435.6,Classical,,B8-9III,,0,42.569375,62.74321944444444,625.0,b'Gaia DR2 467354224920244480',-0.725,0.518,0.0,0.0,14.6342,15.0461,14.021,,,136.06881433595,2.94266715091,5260.69,,,0.0966,3.0466976069231337e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
626,IPHAS J025059.12+615648.7,Classical,,B3-4V,,0,42.74633333333333,61.94686111111111,626.0,b'Gaia DR2 466497739719959808',-0.537,0.15,0.0,0.0,15.4661,15.8436,14.8883,,,136.49548022751,2.26498670461,5260.0,,,0.1247,1.4160198827271352e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
627,IPHAS J025102.21+615733.8,Classical,,B5IV,,0,42.75920833333333,61.95938888888889,627.0,b'Gaia DR2 466498117677072640',-0.589,0.219,0.0,0.0,14.1748,14.5947,13.5414,,,136.49535570044,2.27887424524,5096.53,,,0.1259,4.651460651517224e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
628,HD 17505,Classical,7.1,O6Ve,126.0,264,42.78325,60.417741666666664,628.0,b'Gaia DR2 464668186732616448',-0.509,-0.764,0.0,0.0,7.213,7.4286,6.806,,,137.19045451892,0.90267294595,6628.41,7303.74,64.8,0.3606,2.833409537516215e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
629,BD+56 727,Classical,10.6,B5e,,3,42.87620833333333,56.957861111111114,629.0,b'Gaia DR2 460618547964018304',0.527,-1.193,0.0,0.0,10.4836,10.9592,9.8472,0.9803,,138.77252697469,-2.17480490309,4950.5,487.891,30.03,0.3304,1.3933792905820802e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
630,IPHAS J025136.03+601557.5,Classical,,,,0,42.900124999999996,60.265969444444444,630.0,b'Gaia DR2 464569505563474432',-0.324,-0.484,0.0,0.0,15.5836,15.9836,14.9784,,,137.30977498947,0.79248212848,5263.67,2.785,2.01,0.4055,1.2707770163449052e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
631,IPHAS J025200.23+621145.2,Classical,,B6,,0,43.00095833333334,62.19588888888889,631.0,b'Gaia DR2 467257845851525120',-0.619,-0.116,0.0,0.0,14.0042,14.3818,13.4256,2.2268,,136.49126411923,2.54100863404,5244.5,,,0.1324,5.4428874190996526e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
632,IPHAS J025204.14+583423.4,Classical,,B7,,0,43.01725,58.573169444444446,632.0,b'Gaia DR2 461035778267876992',-0.306,-0.676,0.0,0.0,13.1135,13.4224,12.6097,1.9825,,138.11863832482,-0.69579102889,5834.25,35.517,5.83,0.3446,1.2362586730772964e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
633,IPHAS J025233.24+615902.2,Classical,,B7V,,0,43.1385,61.983938888888886,633.0,b'Gaia DR2 466495265818745344',-0.857,0.833,0.0,0.0,14.9362,15.337,14.3352,2.1825,,136.64397304422,2.38046363779,5276.42,,,0.1319,2.306903093654239e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
634,IPHAS J025324.51+614622.9,Classical,,,,0,43.352125,61.77303055555556,634.0,b'Gaia DR2 466477948510918656',-0.762,0.285,0.0,0.0,15.6833,16.1663,15.0163,,,136.8290514865,2.23752071705,5025.0,,,0.0612,1.1592826907059825e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
635,IPHAS J025448.83+605832.1,Classical,,B6V,,0,43.70345833333334,60.97558055555555,635.0,b'Gaia DR2 464711273845668480',-0.646,0.639,0.0,0.0,16.1309,16.8766,15.2335,,,137.34150866675,1.60356757799,4275.0,,,0.2236,7.676254260707654e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
636,IPHAS J025502.38+605001.9,Classical,,B7V,,0,43.75991666666667,60.83386111111111,636.0,b'Gaia DR2 464700824183167616',-0.263,-0.177,0.0,0.0,14.5933,15.0642,13.9042,,,137.43069560614,1.48997188177,4900.75,6.235,3.46,0.4429,3.1636567069305513e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
637,IPHAS J025610.39+580629.6,Classical,,B5V,,0,44.04329166666666,58.108219444444444,637.0,b'Gaia DR2 461148718727716608',0.54,-0.835,0.0,0.0,13.8426,14.3588,13.1438,,,138.80968850067,-0.86550347218,4885.0,14.586,5.33,0.41,6.316396023365706e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
638,IPHAS J025631.47+593648.4,Classical,,,,0,44.131125,59.613438888888886,638.0,b'Gaia DR2 461567735739214464',-0.807,0.305,0.0,0.0,15.0946,15.7241,14.3013,,,138.15539306666,0.49080770637,4418.38,,,0.2052,1.9937438072522717e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
639,IPHAS J025700.47+575742.8,Classical,,B4V,,0,44.251958333333334,57.961888888888886,639.0,b'Gaia DR2 461132157333888256',0.721,-1.126,0.0,0.0,14.3661,14.9515,13.6081,,,138.97533833156,-0.94417839425,4878.5,9.875,4.4,0.3919,3.900042605504624e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
640,IPHAS J025704.89+584311.6,Classical,,B5V,,0,44.270375,58.71988888888889,640.0,b'Gaia DR2 461378276141643008',-0.684,0.441,0.0,0.0,16.2442,17.0202,15.3463,0.684,,138.63230153718,-0.26813579078,4256.0,,,0.0575,6.915591812273372e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
641,IPHAS J025737.78+624703.4,Classical,,,,0,44.40741666666667,62.784280555555554,641.0,b'Gaia DR2 466642428577430656',-0.711,0.631,0.0,0.0,14.8975,15.3169,14.2797,,,136.80068700054,3.36123062267,5194.5,,,0.1509,2.390613410671862e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
642,IPHAS J025904.88+621459.5,Classical,,,,0,44.77033333333333,62.24986111111111,642.0,b'Gaia DR2 466563401178050944',-0.768,0.368,0.0,0.0,15.7168,16.0651,15.175,2.0397,,137.1997658522,2.96769339858,5505.67,,,0.068,1.1240596320859561e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
643,IPHAS J025935.04+603207.2,Classical,,,,0,44.896,60.535330555555554,643.0,b'Gaia DR2 466124043202874624',-0.146,0.163,0.0,0.0,14.0042,14.3908,13.4161,,,138.06215255541,1.48422037992,5344.5,10.522,3.78,0.4293,5.4428874190996526e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
644,IPHAS J025959.45+582929.5,Classical,,,,0,44.997708333333335,58.491530555555556,644.0,b'Gaia DR2 461170124844372864',-0.511,-0.356,0.0,0.0,13.2004,13.7822,12.4485,,,139.07399396422,-0.29228064941,4892.35,55.862,10.4,0.2813,1.1411673865383803e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
645,IPHAS J030010.27+613223.2,Classical,,,,0,45.042791666666666,61.53978055555555,645.0,b'Gaia DR2 466242481222689152',-0.17,0.536,0.0,0.0,13.9216,14.2851,13.3625,,,137.64907318263,2.40266628883,5292.5,27.822,6.27,0.2752,5.873126450329881e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
646,HD 18552,Classical,6.119,B8Vne,288.0,559,45.04954166666667,38.13174166666667,646.0,b'Gaia DR2 142394903351844352',20.145,-22.389,0.257,22.2,6.0691,6.0669,6.0841,0.34,,149.09269919206,-18.11307542745,9708.67,,,4.3841,8.125860296126312e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
647,IPHAS J030056.68+615940.7,Classical,,,,0,45.23616666666667,61.994638888888886,647.0,b'Gaia DR2 466358204820939264',-0.126,-0.361,0.0,0.0,13.163,13.4347,12.6977,1.673,,137.51296996155,2.84622029643,6178.67,43.187,5.74,0.3035,1.1811616870233528e-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
648,IPHAS J030120.82+602444.9,Classical,,,,0,45.33675,60.41246944444445,648.0,b'Gaia DR2 463117669174138496',-1.398,-0.012,0.0,0.0,14.545,15.031,13.8654,,,138.31171112274,1.47930313226,4961.74,22.985,6.49,0.2342,3.307572340124654e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
649,IPHAS J030124.02+610221.3,Classical,,,,0,45.35008333333334,61.03925,649.0,b'Gaia DR2 466163763061043584',-0.596,-0.171,0.0,0.0,14.8683,15.4795,14.0825,,,138.01758267184,2.03291373336,4706.69,,,0.1322,2.4557793967578652e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
650,IPHAS J030133.63+593518.5,Classical,,B3,,0,45.390125,59.58846944444444,650.0,b'Gaia DR2 461531726732684032',-1.09,0.505,0.0,0.0,14.1781,14.7677,13.417,0.4677,,138.72934508399,0.76845307501,4777.0,31.97,8.25,0.2408,4.6373444081034756e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
651,HD 237056,Classical,8.9,B0.5Vpe,,51,45.657833333333336,57.61279444444445,651.0,b'Gaia DR2 460312230896759808',-0.174,-0.293,0.0,0.0,8.4631,8.8558,7.9557,,,139.80079985042,-0.89733687354,5590.0,311.611,18.82,0.9988,8.959202471551506e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
652,IPHAS J030317.45+583402.0,Classical,,,,0,45.82270833333333,58.56721944444445,652.0,b'Gaia DR2 461220977257592960',-0.843,0.192,0.0,0.0,14.5748,15.292,13.7208,0.565,,139.4158603718,-0.01963249299,4343.0,,,0.1482,3.2180245387303885e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
653,IPHAS J030331.33+585234.6,Classical,,,,0,45.88054166666667,58.87628055555555,653.0,b'Gaia DR2 461278461099720064',-1.0,0.262,0.0,0.0,14.7271,15.5349,13.8125,0.847,,139.29234584168,0.26526479764,4200.91,,,0.1482,2.796851136199023e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
654,IPHAS J030332.31+623856.7,Classical,,,,0,45.884625,62.64908055555556,654.0,b'Gaia DR2 466590717170620416',-0.148,0.355,0.0,0.0,14.4355,14.9585,13.7332,0.063,,137.46170453195,3.56484398887,4917.0,,,0.1662,3.658553004881353e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
655,IPHAS J030422.01+574820.4,Classical,,,,0,46.09170833333334,57.80566944444445,655.0,b'Gaia DR2 460331919026591872',0.602,-1.051,0.0,0.0,14.4425,14.934,13.7571,,,139.90994935422,-0.61625134959,4894.33,10.696,4.55,0.3628,3.6350413161424794e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
656,IPHAS J030423.32+622900.9,Classical,,,,0,46.097166666666666,62.483580555555555,656.0,b'Gaia DR2 466400261141387136',-0.837,0.475,0.0,0.0,13.857,14.4059,13.1341,0.4167,,137.62815706683,3.46805067716,4795.67,,,0.1398,6.233175449420048e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
657,HD 237060,Classical,9.2,B9Ve,,26,46.12725,59.44629722222222,657.0,b'Gaia DR2 461330584822512512',-3.685,0.249,0.0,0.0,9.1161,9.3124,8.797,1.1263,,139.12546675247,0.82478907551,7011.27,69.608,5.65,1.5406,4.909862743149706e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
658,IPHAS J030451.26+594758.8,Classical,,,,0,46.21358333333333,59.79966944444445,658.0,b'Gaia DR2 463028608732836480',-0.51,0.36,0.0,0.0,15.0977,15.7916,14.2608,0.501,,138.99077475623,1.15441152761,4424.03,,,0.0573,1.9880593779064096e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
659,HD 18877,Classical,8.4,B7IIIe,,71,46.226083333333335,60.02572222222222,659.0,b'Gaia DR2 463040016165589760',-2.429,-2.776,0.0,0.0,8.3266,8.4242,8.166,,,138.88557753448,1.3545883116,8291.25,,,2.147,1.0159430213519557e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
660,IPHAS J030501.73+585146.8,Classical,,,,0,46.25720833333333,58.863,660.0,b'Gaia DR2 461251145107687424',-0.553,-0.329,0.0,0.0,13.5123,14.2745,12.6405,,,139.46883967977,0.34860532931,4353.67,87.381,16.43,0.2142,8.562278533247447e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
661,IPHAS J030539.90+610725.6,Classical,,,,0,46.41625,61.123780555555555,661.0,b'Gaia DR2 463256757395175808',-0.339,0.201,0.0,0.0,14.3775,15.2127,13.438,0.6947,,138.42764789505,2.3570257559,3984.0,,,0.1238,3.859307215582281e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
662,IPHAS J030625.00+614359.0,Classical,,,,0,46.604166666666664,61.73306111111111,662.0,b'Gaia DR2 466303366678094336',-0.023,0.421,0.0,0.0,16.0204,16.6411,15.2223,,,138.20469683493,2.93126769466,4467.5,,,0.1703,8.498638403338682e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
663,HD 19818,Classical,9.06,B9.5Vne,,7,47.108666666666664,-59.37371666666667,663.0,b'Gaia DR2 4723685987980665088',0.167,17.24,0.0,0.454,9.0169,9.113,8.8654,,,276.38329014158,-50.0987533018,8274.5,,,3.2361,5.379592153248241e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
664,V801 Cas,Classical,6.503,B1Ve,160.0,254,47.22575,62.38459722222222,664.0,b'Gaia DR2 466707334121461376',0.343,0.644,0.595,147.0,6.4296,6.6302,6.0949,1.017,,138.13170844049,3.64119878935,7160.0,1692.621,26.74,1.0784,5.8300106947871576e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
665,IPHAS J031141.73+614847.9,Classical,,,,0,47.923875,61.81331111111111,665.0,b'Gaia DR2 463666634714964352',-0.104,0.532,0.0,0.0,15.6073,16.1005,14.9182,,,138.70430926441,3.31494474739,4900.06,,,0.119,1.243338413115075e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
666,IPHAS J031208.92+605534.5,Classical,,B4V,,0,48.037166666666664,60.92625,666.0,b'Gaia DR2 463016823341903104',-0.302,-0.189,0.0,0.0,14.7871,15.6105,13.8666,0.9672,,139.20632363457,2.58114735101,4114.69,,,0.1346,2.6464844798796565e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
667,IPHAS J031333.27+603307.1,Classical,,,,0,48.388625,60.551969444444445,667.0,b'Gaia DR2 462992805884989568',-0.155,0.676,0.0,0.0,15.7957,16.5777,14.903,0.8683,,139.54679248221,2.34899294475,4204.05,,,0.1209,1.045272082949936e-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
668,HD 19993,Classical,8.26,A7.5IIe,,35,48.50566666666666,37.6739,668.0,b'Gaia DR2 139323074022561024',2.164,-6.603,0.0,0.0,8.0785,8.4122,7.6143,1.4597,,151.78472572216,-17.0830750564,5917.23,305.494,16.63,1.1915,1.276760245092029e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
669,HD 20017,Classical,7.91,B5Ve,,62,48.73045833333334,48.695797222222225,669.0,b'Gaia DR2 436324735469204736',0.194,-1.703,0.133,5.96,7.7815,7.9725,7.4798,1.2725,77.58,145.9026509984,-7.6710437685,7045.7,490.725,14.87,1.0732,1.6784536446254768e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
670,V803 Cas,Classical,9.03,B0.5IVnne,,6,48.795541666666665,59.91189722222222,670.0,b'Gaia DR2 462144150409448192',1.922,-0.105,0.0,0.0,9.4276,9.7255,8.9136,,128.8,140.05261045711,1.90737119548,5787.29,141.462,11.83,0.944,3.685270336486863e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
671,HD 237091,Classical,8.91,B1Vnnpe,,196,48.81979166666667,59.91365277777778,671.0,b'Gaia DR2 462144871963953792',-0.2,-2.857,3.136,3750.0,8.9007,9.0186,8.2473,,89.68,140.06205781977,1.91522822009,5823.33,7.787,2.74,5.123,5.987277004140133e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
672,HD 20340,Classical,7.96,B3Ve,200.0,61,48.941125,-16.828747222222223,672.0,b'Gaia DR2 5106301706435984768',5.922,-12.413,0.172,10.1,7.9556,7.9081,8.0761,0.138,,203.35902405443,-55.13278929959,8868.67,,,1.0981,1.4297804400220869e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
673,HD 20134,Classical,7.47,B2.5IVe,,261,49.248958333333334,60.06749166666667,673.0,b'Gaia DR2 462168034727185280',-4.13,-1.02,0.0,0.0,7.4229,7.5022,7.2996,0.775,,140.16384041894,2.15891613889,8287.33,,,1.614,2.3353358777865833e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
674,BK Cam,Classical,4.728,B2.5Vne,328.0,403,49.99695833333333,65.65229166666667,674.0,b'Gaia DR2 491398310827131904',10.506,-14.677,2.657,4670.0,4.6192,4.6874,4.8113,0.188,,137.45706535692,7.06094735514,9212.25,,,6.0704,3.0890813925560576e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
675,HD 237118,Classical,9.42,B6Ve,,3,50.004958333333335,59.86409444444445,675.0,b'Gaia DR2 462106324635910656',-4.267,-1.026,0.0,0.0,9.2719,9.4084,9.0361,,,140.59270899283,2.18856249054,7801.0,64.578,4.4,1.5158,4.253528542928941e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
676,HD 20566,Classical or Herbig,7.94,B3Vne,,132,50.88791666666666,71.41854444444445,676.0,b'Gaia DR2 543181838163291008',-0.828,-1.269,0.0,0.0,7.9147,8.1479,7.5527,,,134.51169616457,12.05339647115,6711.9,145.312,8.91,1.8508,1.4846680117631087e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
677,HD 20899,Classical,8.4,B9e,150.0,34,50.98595833333333,45.5256,677.0,b'Gaia DR2 242662357989894144',-0.536,-0.004,0.0,0.0,8.3288,8.4677,8.091,,,148.94421575786,-9.50398858979,7833.0,347.672,10.12,1.0099,1.0138865257427418e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
678,HD 237134,Classical,9.49,B5Ve,,26,51.26375,60.25293611111111,678.0,b'Gaia DR2 462502114462474752',-3.709,-0.815,0.0,0.0,9.3998,9.6214,9.0453,,,140.90731982695,2.85723095143,6749.0,59.325,5.63,1.4619,3.780849162289736e-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
679,Cl* Melotte 20 AP 163,Classical,18.81,Be,,0,51.95791666666666,48.079188888888886,679.0,b'Gaia DR2 249186099774312320',23.328,-26.288,0.438,6.54,16.8994,18.714,15.6086,1.516,,148.05244969254,-7.01719748029,3648.42,,,5.6758,3.7822423352131074e-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
680,CR Cam,Classical,8.31,B2Ve,,65,52.163291666666666,62.493,680.0,b'Gaia DR2 487546103123764736',-0.298,0.302,0.0,0.0,8.0941,8.4821,7.541,,,140.00867478027,4.95477126896,5381.0,555.807,27.13,0.8962,1.2585467469601525e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
681,HD 21362,Classical,5.578,B6Vne,385.0,308,52.218041666666664,49.84838055555556,681.0,b'Gaia DR2 441592667477558912',24.993,-26.09,0.497,114.0,5.5318,5.5345,5.5717,0.3307,,147.18633777025,-5.46224043899,9645.75,,,5.7602,1.332874782803802e-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
682,GSC 02342-00359,Classical,14.25,B5e,,0,52.293000000000006,31.366530555555556,682.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'J032910.3+312159',7.70184e-16,7.90655e-15,1.15096e-13,2.1685e-13,2.36485e-13,5.75411e-13,2.7171e-13,0.024391,0.15574,0.049784,0.0,b'J032910.3+312159',2.7998386543635e-13,1.9443648839787e-13,7.7173458000748e-14,1.2505027691389e-14,6.0492097896565e-14,0.5881362,0.6192001,0.03629091,,0.8224714506633488,0.8714408766322325,0.3065378103667464,0.043312340763453014,-0.6573830108879634,0.7211142093920204,0.43173319663715615,,"BeSS,XMM,Chandra"
683,HD 21455,Classical,6.227,B7Ve,150.0,270,52.3595,46.937866666666665,683.0,b'Gaia DR2 242889338420659968',23.21,-25.706,0.124,6.2,6.1632,6.2448,6.0334,0.8188,,148.9317916222,-7.80198854796,8286.0,,,5.8881,7.451253716375203e-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BeSS,Gaia"
